Sample.ID,Family.Unique,Block.ID,HabitatType,Region,Population,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Survival.Y.N.2017,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,seedmass.2018.g.,Surv2017,Surv2018,sm.3,sm2017,sm2018,Germ.to.TrueLeaf,No.Days.to.Germ,No.Days.to.TrueLeaf,No.Days.Germ.to.Flr,no.Planting.to.DTFF,Planting.to.DTFF.2017,Germ.to.DTFF.2017,Planting.to.DTB.2017,Germ.to.DTB.2017,Planting.to.DatetoFrt.2017,Germ.to.DatetoFrt.2017,Planting.to.DTFF.2018,Germ.to.DTFF.2018,Planting.to.DTB.2018,Germ.to.DTB.2018,Planting.to.DatetoFrt.2018,Germ.to.Date.to.Frt.2018
ND-BSP.6.1,ND-BSP.6,1,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.10,ND-BSP.6,1,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.11,ND-BSP.6,11,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.12,ND-BSP.6,12,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.2,ND-BSP.6,2,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.3,ND-BSP.6,3,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.4,ND-BSP.6,4,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.5,ND-BSP.6,5,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.6,ND-BSP.6,6,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.7,ND-BSP.6,7,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.8,ND-BSP.6,8,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.6.9,ND-BSP.6,9,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.1,ND-BSP.7,1,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.10,ND-BSP.7,1,Prairie,Prairie,ND-BSP,1.896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.11,ND-BSP.7,11,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.12,ND-BSP.7,12,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.2,ND-BSP.7,2,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.3,ND-BSP.7,3,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.4,ND-BSP.7,4,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.5,ND-BSP.7,5,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.6,ND-BSP.7,6,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.7,ND-BSP.7,7,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.8,ND-BSP.7,8,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND-BSP.7.9,ND-BSP.7,9,Prairie,Prairie,ND-BSP,1.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.1.1,SD-MUD.1,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,1,15,0,1,0,11,0,503,1,4,1,2,0.1091,1,1,109,503,612,7,18,25,234,252,515,497,526,508,560,542,905,887,915,897,928,910
SD-MUD.1.10,SD-MUD.1,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,1,14,0,1,0,7,0,445,0,0,0,0,0,1,0,0,445,445,3,33,36,243,276,512,479,526,493,568,535,NA,NA,NA,NA,NA,NA
SD-MUD.1.11,SD-MUD.1,11,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,19,23,NA,NA,512,493,540,521,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.1.12,SD-MUD.1,12,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,2,0,0,0,0,0,0,1,3,1,2,0.161,1,1,161,0,161,8,20,28,NA,NA,512,492,533,513,NA,NA,905,885,912,892,925,905
SD-MUD.1.2,SD-MUD.1,2,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,12,0,1,0,4,0,258,1,10,1,3,0.1712,1,1,171,258,429,6,19,25,NA,NA,512,493,526,507,565,546,898,879,915,896,931,912
SD-MUD.1.3,SD-MUD.1,3,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,5,0,1,0,4,0,685,1,7,1,5,0.2498,1,1,250,685,935,8,11,19,NA,NA,512,501,526,515,NA,NA,901,890,912,901,927,916
SD-MUD.1.4,SD-MUD.1,4,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,11,0,1,0,2,0,83,1,3,1,1,0.0952,1,1,95,83,178,8,22,30,NA,NA,512,490,543,521,575,553,887,865,915,893,932,910
SD-MUD.1.5,SD-MUD.1,5,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,4,0,0,0,0,0,0,1,2,1,2,0.0731,1,1,73,0,73,9,20,29,NA,NA,597,577,604,584,NA,NA,901,881,915,895,926,906
SD-MUD.1.6,SD-MUD.1,6,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,7,0,1,0,3,0,213,0,0,0,0,0,1,0,0,213,213,8,21,29,NA,NA,512,491,533,512,558,537,NA,NA,NA,NA,NA,NA
SD-MUD.1.7,SD-MUD.1,7,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,7,0,1,0,1,0,46,1,8,1,8,0.8536,1,1,854,46,900,6,31,37,NA,NA,526,495,533,502,NA,NA,905,874,915,884,928,897
SD-MUD.1.8,SD-MUD.1,8,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,7,0,1,0,3,0,273,1,4,1,3,0.5083,1,1,508,273,781,8,16,24,NA,NA,515,499,529,513,555,539,905,889,912,896,926,910
SD-MUD.1.9,SD-MUD.1,9,Prairie,Prairie,SD-MUD,234.4168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.10.1,SD-MUD.10,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,5,0,1,0,3,0,168,1,6,1,5,0.8762,1,1,876,168,1044,5,14,19,NA,NA,515,501,522,508,572,558,905,891,912,898,925,911
SD-MUD.10.10,SD-MUD.10,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,2,0,0,0,0,0,0,1,3,1,1,0.1696,1,1,170,0,170,5,17,22,NA,NA,547,530,550,533,NA,NA,912,895,915,898,925,908
SD-MUD.10.11,SD-MUD.10,11,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,6,0,1,0,1,0,29,1,2,1,2,0.2882,1,1,288,29,317,7,13,20,NA,NA,512,499,543,530,573,560,901,888,912,899,924,911
SD-MUD.10.12,SD-MUD.10,12,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,2,0,1,0,1,0,143,1,1,0,0,0,1,1,0,143,143,7,10,17,NA,NA,526,516,543,533,574,564,901,891,919,909,NA,NA
SD-MUD.10.2,SD-MUD.10,2,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,5,0,1,0,1,0,16,1,2,1,2,0.064,1,1,64,16,80,5,14,19,NA,NA,522,508,533,519,568,554,908,894,915,901,926,912
SD-MUD.10.4,SD-MUD.10,4,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,7,0,1,0,1,0,40,1,6,1,6,1.1072,1,1,1107,40,1147,7,12,19,NA,NA,512,500,529,517,585,573,901,889,915,903,923,911
SD-MUD.10.5,SD-MUD.10,5,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,1,12,0,1,0,5,0,235,1,5,1,5,0.8121,1,1,812,235,1047,1,18,19,240,257,519,501,533,515,565,547,905,887,915,897,927,909
SD-MUD.10.6,SD-MUD.10,6,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,8,0,1,0,4,0,165,0,0,0,0,0,1,0,0,165,165,7,14,21,NA,NA,519,505,543,529,577,563,NA,NA,NA,NA,NA,NA
SD-MUD.10.7,SD-MUD.10,7,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,8,14,22,NA,NA,526,512,529,515,NA,NA,908,894,919,905,NA,NA
SD-MUD.10.8,SD-MUD.10,8,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,1,0,0,0,0,0,0,1,6,1,5,0.977,1,1,977,0,977,5,16,21,NA,NA,526,510,540,524,NA,NA,912,896,922,906,929,913
SD-MUD.10.9,SD-MUD.10,9,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.15.1,SD-MUD.15,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.15.10,SD-MUD.15,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,1,11,0,1,0,6,0,418,1,9,1,7,0.6547,1,1,655,418,1073,8,15,23,273,288,512,497,533,518,568,553,898,883,912,897,928,913
SD-MUD.15.11,SD-MUD.15,11,Prairie,Prairie,SD-MUD,234.4168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.15.12,SD-MUD.15,12,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,3,0,1,0,2,0,119,1,1,1,1,0.0287,1,1,29,119,148,5,18,23,NA,NA,515,497,533,515,568,550,912,894,915,897,925,907
SD-MUD.15.2,SD-MUD.15,2,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,8,0,1,0,3,0,240,1,4,1,3,0.2421,1,1,242,240,482,6,18,24,NA,NA,512,494,522,504,566,548,887,869,919,901,931,913
SD-MUD.15.3,SD-MUD.15,3,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,4,0,1,0,1,0,69,1,2,1,1,0.056,1,1,56,69,125,6,33,39,NA,NA,515,482,533,500,572,539,901,868,922,889,932,899
SD-MUD.15.4,SD-MUD.15,4,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,7,12,19,NA,NA,526,514,543,531,NA,NA,905,893,919,907,NA,NA
SD-MUD.15.5,SD-MUD.15,5,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,2,0,1,0,1,0,68,1,1,1,1,0.0987,1,1,99,68,167,6,19,25,NA,NA,519,500,533,514,574,555,887,868,919,900,930,911
SD-MUD.15.6,SD-MUD.15,6,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,6,0,1,0,3,0,455,1,2,1,1,0.048,1,1,48,455,503,6,15,21,NA,NA,512,497,550,535,568,553,905,890,919,904,931,916
SD-MUD.15.7,SD-MUD.15,7,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,10,0,1,0,6,0,595,1,4,1,3,0.062,1,1,62,595,657,7,18,25,NA,NA,512,494,529,511,557,539,908,890,915,897,924,906
SD-MUD.15.8,SD-MUD.15,8,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.15.9,SD-MUD.15,9,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.18.1,SD-MUD.18,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,8,0,1,0,2,0,282,1,6,1,6,0.8718,1,1,872,282,1154,7,12,19,NA,NA,512,500,547,535,558,546,905,893,912,900,923,911
SD-MUD.18.10,SD-MUD.18,1,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.18.11,SD-MUD.18,11,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.18.12,SD-MUD.18,12,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.18.2,SD-MUD.18,2,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,6,0,1,0,4,0,329,1,6,1,5,0.4539,1,1,454,329,783,7,12,19,NA,NA,512,500,543,531,575,563,901,889,912,900,923,911
SD-MUD.18.3,SD-MUD.18,3,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,14,0,1,0,2,0,681,1,15,1,13,2.0121,1,1,2012,681,2693,6,12,18,NA,NA,512,500,526,514,568,556,898,886,912,900,923,911
SD-MUD.18.4,SD-MUD.18,4,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.18.5,SD-MUD.18,5,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.18.6,SD-MUD.18,6,Prairie,Prairie,SD-MUD,234.4168,1,1,0,0,1,0,1,0,1,0,1,0,61,1,2,1,2,0.2536,1,1,254,61,315,NA,NA,NA,NA,NA,519,NA,NA,NA,573,NA,NA,NA,NA,NA,NA,NA
SD-MUD.18.7,SD-MUD.18,7,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.18.8,SD-MUD.18,8,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.18.9,SD-MUD.18,9,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,4,0,1,0,3,0,333,0,0,0,0,0,1,0,0,333,333,6,17,23,NA,NA,515,498,526,509,557,540,NA,NA,NA,NA,NA,NA
SD-MUD.19.1,SD-MUD.19,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,9,0,1,0,1,0,91,0,0,0,0,0,1,0,0,91,91,7,14,21,NA,NA,519,505,526,512,555,541,NA,NA,NA,NA,NA,NA
SD-MUD.19.10,SD-MUD.19,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,3,0,1,0,1,0,33,1,5,1,3,0.2817,1,1,282,33,315,12,20,32,NA,NA,512,492,529,509,580,560,905,885,915,895,924,904
SD-MUD.19.11,SD-MUD.19,11,Prairie,Prairie,SD-MUD,234.4168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.19.12,SD-MUD.19,12,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,5,0,1,0,4,0,125,1,2,1,2,0.0914,1,1,91,125,216,6,34,40,NA,NA,512,478,555,521,578,544,912,878,915,881,928,894
SD-MUD.19.2,SD-MUD.19,2,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,9,0,1,0,6,0,215,1,7,1,4,0.3872,1,1,387,215,602,6,17,23,NA,NA,512,495,529,512,555,538,905,888,915,898,922,905
SD-MUD.19.3,SD-MUD.19,3,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,7,0,1,0,1,0,79,1,9,1,7,0.5016,1,1,502,79,581,6,18,24,NA,NA,515,497,526,508,574,556,898,880,919,901,932,914
SD-MUD.19.4,SD-MUD.19,4,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,11,0,1,0,6,0,227,1,11,1,4,0.2,1,1,200,227,427,5,14,19,NA,NA,512,498,522,508,566,552,901,887,912,898,928,914
SD-MUD.19.5,SD-MUD.19,5,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,6,0,1,0,4,0,169,1,10,1,9,1.1759,1,1,1176,169,1345,6,17,23,NA,NA,512,495,533,516,560,543,901,884,912,895,922,905
SD-MUD.19.6,SD-MUD.19,6,Prairie,Prairie,SD-MUD,234.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.19.7,SD-MUD.19,7,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,11,0,1,0,6,0,523,1,4,1,4,0.832,1,1,832,523,1355,5,14,19,NA,NA,512,498,526,512,563,549,901,887,919,905,924,910
SD-MUD.19.8,SD-MUD.19,8,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,1,0,0,0,0,0,0,1,3,1,2,0.2032,1,1,203,0,203,7,12,19,NA,NA,519,507,533,521,NA,NA,901,889,915,903,924,912
SD-MUD.19.9,SD-MUD.19,9,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,5,0,1,0,4,0,133,1,2,0,0,0,1,1,0,133,133,2,21,23,NA,NA,519,498,529,508,564,543,905,884,912,891,NA,NA
SD-MUD.23.1,SD-MUD.23,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,5,0,1,0,5,0,485,1,2,1,1,0.0481,1,1,48,485,533,10,21,31,NA,NA,515,494,526,505,555,534,901,880,915,894,926,905
SD-MUD.23.10,SD-MUD.23,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,3,0,1,0,1,0,30,1,1,0,0,0,1,1,0,30,30,8,16,24,NA,NA,515,499,529,513,576,560,912,896,922,906,NA,NA
SD-MUD.23.11,SD-MUD.23,11,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,8,14,22,NA,NA,512,498,558,544,NA,NA,898,884,912,898,NA,NA
SD-MUD.23.12,SD-MUD.23,12,Prairie,Prairie,SD-MUD,234.4168,1,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,254,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD-MUD.23.2,SD-MUD.23,2,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,10,0,1,0,7,0,316,1,2,1,2,0.1985,1,1,198,316,514,7,15,22,NA,NA,512,497,526,511,557,542,894,879,915,900,925,910
SD-MUD.23.3,SD-MUD.23,3,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,3,11,0,1,0,4,0,140,1,3,1,2,0.0571,1,1,57,140,197,7,12,19,242,254,512,500,543,531,572,560,908,896,915,903,925,913
SD-MUD.23.4,SD-MUD.23,4,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,8,0,1,0,5,0,294,1,5,1,2,0.0923,1,1,92,294,386,7,15,22,NA,NA,512,497,533,518,558,543,901,886,915,900,931,916
SD-MUD.23.5,SD-MUD.23,5,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,7,18,25,NA,NA,522,504,NA,NA,NA,NA,901,883,929,911,NA,NA
SD-MUD.23.6,SD-MUD.23,6,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,2,0,0,0,0,0,0,1,2,1,2,0.1784,1,1,178,0,178,5,16,21,NA,NA,519,503,526,510,NA,NA,908,892,915,899,925,909
SD-MUD.23.7,SD-MUD.23,7,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,1,17,0,1,0,4,0,299,1,6,1,3,0.4508,1,1,451,299,750,7,18,25,269,287,512,494,526,508,557,539,908,890,915,897,927,909
SD-MUD.23.8,SD-MUD.23,8,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,14,0,1,0,5,0,321,1,13,1,10,0.5141,1,1,514,321,835,6,13,19,NA,NA,512,499,533,520,569,556,908,895,912,899,927,914
SD-MUD.23.9,SD-MUD.23,9,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,8,0,1,0,5,0,721,1,9,1,9,1.7216,1,1,1722,721,2443,8,16,24,NA,NA,512,496,526,510,560,544,891,875,919,903,928,912
SD-MUD.24.1,SD-MUD.24,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,5,19,0,1,0,14,0,1627,1,8,1,3,0.5493,1,1,549,1627,2176,7,11,18,228,239,512,501,522,511,555,544,898,887,919,908,927,916
SD-MUD.24.10,SD-MUD.24,1,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,8,11,0,1,0,5,0,503,1,1,0,0,0,1,1,0,503,503,12,19,31,247,266,512,493,526,507,571,552,912,893,919,900,NA,NA
SD-MUD.24.11,SD-MUD.24,11,Prairie,Prairie,SD-MUD,234.4168,1,1,1,0,1,0,8,0,1,0,3,0,122,1,1,0,0,0,1,1,0,122,122,7,10,17,NA,NA,512,502,519,509,573,563,908,898,912,902,NA,NA
SD-MUD.24.12,SD-MUD.24,12,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,6,14,20,261,275,512,498,540,526,NA,NA,898,884,905,891,NA,NA
SD-MUD.24.2,SD-MUD.24,2,Prairie,Prairie,SD-MUD,234.4168,1,1,1,1,1,4,12,0,1,0,9,0,534,1,6,1,4,0.3447,1,1,345,534,879,5,18,23,225,243,512,494,522,504,559,541,891,873,915,897,932,914
