Population,Family.Unique,Block.ID,HabitatType,Region,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Surv2017,Surv2018,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,sm.3,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,sm.tot,No.Days.to.Germ,Dist.from.cg.km.1,PC1,PC2,flw.no2018
MAN-KIP,MAN-KIP_11,8,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,19,0,1,0,4,0,463,378,1,7,1,5,841,11,1071.794,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_11,9,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,16,0,1,0,5,0,465,217,1,7,1,3,682,9,1071.794,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_15,10,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,8,6,0,1,0,1,0,242,248,1,1,1,1,490,9,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_15,11,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,2,19,0,1,0,17,0,2098,0,1,1,0,0,2098,9,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_15,12,Alvar,GL_alvar,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_15,2,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,22,0,1,0,18,0,2482,242,1,5,1,3,2724,15,1071.794,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_15,3,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,3,0,1,0,2,0,392,35,1,1,1,1,427,16,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_15,4,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,7,0,1,0,3,0,199,119,1,2,1,1,318,12,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_15,5,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,5,27,0,1,0,19,0,2074,965,1,11,1,8,3039,9,1071.794,1.899202381,2.000344802,11
MAN-KIP,MAN-KIP_15,6,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,3,19,0,1,0,11,0,1354,131,1,4,1,2,1485,9,1071.794,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_15,7,Alvar,GL_alvar,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_15,8,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,10,14,0,1,0,10,0,940,0,1,1,0,0,940,9,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_16,10,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,2,0,1,0,1,0,157,0,1,1,0,0,157,10,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_16,11,Alvar,GL_alvar,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,12,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,4,5,0,1,0,2,0,38,0,1,0,0,0,38,13,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,2,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,1,1,0,0,0,11,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_16,3,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,7,15,0,1,0,11,0,781,0,1,2,0,0,781,14,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_16,4,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,5,0,1,0,2,0,80,494,1,10,1,4,574,11,1071.794,1.899202381,2.000344802,10
MAN-KIP,MAN-KIP_16,5,Alvar,GL_alvar,1071.794,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,6,Alvar,GL_alvar,1071.794,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,7,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,3,0,1,0,0,0,0,0,1,1,0,0,0,17,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_16,9,Alvar,GL_alvar,1071.794,1,1,1,0,1,1,1,1,0,1,0,1,0,30,0,0,0,0,0,30,10,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_24,1,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,5,0,1,0,3,0,514,679,1,9,1,8,1193,15,1071.794,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_24,10,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,16,0,1,0,11,0,1840,122,1,1,1,1,1962,12,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_24,11,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,22,0,1,0,18,0,3348,161,1,6,1,3,3509,14,1071.794,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_24,12,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,3,0,1,0,1,0,91,60,1,1,1,1,151,10,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_24,2,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,7,9,0,1,0,2,0,178,857,1,9,1,8,1035,8,1071.794,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_24,3,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,8,0,1,0,4,0,442,51,1,1,1,1,493,9,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_24,4,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,15,0,1,0,12,0,1604,596,1,4,1,3,2200,10,1071.794,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_24,5,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,7,0,1,0,3,0,281,153,1,4,1,2,434,10,1071.794,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_24,7,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,9,0,1,0,5,0,394,738,1,6,1,4,1132,9,1071.794,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_24,8,Alvar,GL_alvar,1071.794,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_24,9,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,35,0,1,0,31,0,3186,1030,1,8,1,8,4216,8,1071.794,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_28,1,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,11,29,1,1,2,22,10,2047,142,1,7,1,2,2199,14,1071.794,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_28,10,Alvar,GL_alvar,1071.794,1,1,1,0,1,1,11,10,0,1,0,4,0,295,0,0,0,0,0,295,8,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_28,11,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,4,0,1,0,2,0,47,0,1,1,0,0,47,15,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_28,12,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,5,8,0,1,0,7,0,657,0,1,2,0,0,657,12,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_28,3,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,3,22,0,1,0,17,0,1675,265,1,3,1,2,1940,14,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_28,4,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,3,0,0,0,0,0,0,114,1,3,1,2,114,11,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_28,5,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,8,0,1,0,3,0,78,96,1,3,1,1,174,19,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_28,7,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,18,25,0,1,0,15,0,1087,306,1,2,1,2,1393,11,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_28,8,Alvar,GL_alvar,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_28,9,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,5,0,1,0,4,0,403,493,1,5,1,4,896,12,1071.794,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_32,7,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,10,0,1,0,5,0,484,758,1,6,1,6,1242,12,1071.794,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_32,9,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,8,0,1,0,5,0,609,766,1,4,1,4,1375,9,1071.794,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_35,1,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,19,0,1,0,11,0,792,1254,1,10,1,8,2046,8,1071.794,1.899202381,2.000344802,10
MAN-KIP,MAN-KIP_35,10,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,6,21,0,1,0,13,0,1186,1326,1,13,1,11,2512,11,1071.794,1.899202381,2.000344802,13
MAN-KIP,MAN-KIP_35,11,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,7,0,1,0,1,0,220,626,1,3,1,3,846,10,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_35,12,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,8,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_35,2,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,8,0,1,0,4,0,454,344,1,5,1,3,798,9,1071.794,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_35,3,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,17,0,1,0,11,0,916,465,1,6,1,5,1381,9,1071.794,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_35,4,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,4,0,1,0,2,0,26,183,1,4,1,2,209,8,1071.794,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_35,5,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,2,8,0,1,0,6,0,314,0,1,1,0,0,314,8,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_35,6,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,3,0,1,0,1,0,68,415,1,6,1,4,483,10,1071.794,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_35,7,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,1,0,0,0,0,0,0,99,1,2,1,1,99,8,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_35,8,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,15,26,0,1,0,24,0,3835,703,1,3,1,3,4538,8,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_37,1,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,2,19,0,1,0,16,0,1415,522,1,9,1,5,1937,13,1071.794,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_37,10,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,10,9,0,1,0,5,0,464,512,1,6,1,4,976,10,1071.794,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_37,11,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,5,0,1,0,4,0,412,0,1,0,0,0,412,11,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_37,12,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,9,0,1,0,4,0,309,94,1,2,1,1,403,11,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_37,2,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,3,0,1,0,1,0,137,15,1,1,1,1,152,12,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_37,3,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,4,0,1,0,3,0,422,223,1,2,1,1,645,12,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_37,4,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,4,0,1,0,2,0,433,130,1,2,1,1,563,10,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_37,5,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,2,20,0,1,0,15,0,1964,1250,1,9,1,7,3214,16,1071.794,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_37,6,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,6,0,1,0,3,0,307,118,1,3,1,1,425,11,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_37,7,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,12,32,0,1,0,22,0,3236,1378,1,9,1,8,4614,14,1071.794,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_37,8,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,13,0,1,0,11,0,1128,795,1,9,1,7,1923,17,1071.794,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_37,9,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,8,0,1,0,6,0,738,0,1,1,0,0,738,13,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_4,1,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,34,0,1,0,23,0,2213,2121,1,20,1,15,4334,15,1071.794,1.899202381,2.000344802,20
MAN-KIP,MAN-KIP_4,10,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,15,0,1,0,7,0,575,148,1,2,1,1,723,14,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_4,11,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,4,6,0,1,0,4,0,467,91,1,2,1,1,558,14,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_4,12,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,12,15,0,1,0,12,0,785,118,1,4,1,2,903,19,1071.794,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_4,2,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,7,0,1,0,6,0,574,591,1,3,1,2,1165,15,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_4,3,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,9,0,1,0,8,0,963,483,1,3,1,3,1446,14,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_4,4,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,9,0,0,0,0,0,0,128,1,7,1,1,128,20,1071.794,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_4,5,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,10,0,1,0,5,0,413,136,1,6,1,2,549,14,1071.794,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_4,6,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,13,20,0,1,0,12,0,1881,1672,1,10,1,10,3553,15,1071.794,1.899202381,2.000344802,10
MAN-KIP,MAN-KIP_4,7,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,6,11,0,1,0,7,0,447,534,1,4,1,4,981,18,1071.794,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_4,9,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,7,0,1,0,5,0,433,221,1,4,1,3,654,15,1071.794,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_9,2,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,3,0,1,0,2,0,108,0,1,1,0,0,108,11,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_9,10,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,14,1,1,1,12,0,1631,422,1,3,1,3,2053,9,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_9,11,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,14,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_9,12,Alvar,GL_alvar,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,6,Alvar,GL_alvar,1071.794,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,3,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,14,0,0,0,0,0,0,0,1,2,0,0,0,13,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_9,4,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,6,0,1,0,2,0,89,0,1,1,0,0,89,10,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_9,5,Alvar,GL_alvar,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1071.794,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,7,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,3,0,0,0,15,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_9,8,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,11,0,1,0,6,0,798,942,1,7,1,6,1740,12,1071.794,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_9,9,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,3,0,1,0,3,0,262,65,1,1,1,1,327,13,1071.794,1.899202381,2.000344802,1
MAN-LCI,MAN-LCI_9,2,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,1,0,1,0,0,0,0,181,1,2,1,2,181,9,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_11,1,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,2,17,0,1,0,15,0,1646,0,1,3,0,0,1646,10,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_11,11,Alvar,GL_alvar,1118.294,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_11,12,Alvar,GL_alvar,1118.294,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_11,2,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,2,0,1,0,1,0,25,0,1,2,0,0,25,8,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_11,3,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,1,0,1,0,1,0,22,0,1,1,0,0,22,8,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_11,5,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,9,0,1,0,2,0,154,0,1,2,0,0,154,10,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_11,6,Alvar,GL_alvar,1118.294,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1118.294,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,7,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,10,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_11,8,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,5,0,1,0,3,0,153,0,1,2,0,0,153,9,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_12,1,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,4,7,0,1,0,4,0,317,361,1,9,1,6,678,9,1118.294,1.264880673,2.706327478,9
MAN-LCI,MAN-LCI_12,10,Alvar,GL_alvar,1118.294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1118.294,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_12,11,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,10,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_12,2,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,8,7,0,1,0,7,0,636,286,1,5,1,5,922,10,1118.294,1.264880673,2.706327478,5
MAN-LCI,MAN-LCI_12,3,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,12,0,1,0,7,0,656,364,1,3,1,3,1020,12,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_12,4,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,6,20,0,1,0,12,0,619,493,1,7,1,5,1112,11,1118.294,1.264880673,2.706327478,7
MAN-LCI,MAN-LCI_12,5,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,8,10,0,1,0,6,0,303,102,1,2,1,1,405,10,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_12,6,Alvar,GL_alvar,1118.294,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1118.294,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_12,7,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,3,9,0,1,0,5,0,514,242,1,8,1,6,756,12,1118.294,1.264880673,2.706327478,8
MAN-LCI,MAN-LCI_12,8,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,4,4,0,1,0,3,0,210,548,1,5,1,3,758,12,1118.294,1.264880673,2.706327478,5
MAN-LCI,MAN-LCI_12,9,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,4,0,1,0,3,0,241,0,1,1,0,0,241,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,1,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,5,0,1,0,0,0,0,70,1,3,1,2,70,9,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_13,10,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,11,3,0,1,0,2,0,275,167,1,2,1,2,442,9,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_13,11,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,2,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,1,3,0,1,0,0,0,0,537,1,4,1,3,537,11,1118.294,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_13,3,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,6,7,0,0,0,0,0,0,0,1,1,0,0,0,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,4,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,8,8,0,1,0,0,0,0,0,1,1,0,0,0,8,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,5,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,6,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,7,16,0,1,0,13,0,1513,0,1,1,1,0,1513,8,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,7,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,8,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,1,2,0,1,0,0,0,0,101,1,2,1,1,101,13,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_15,1,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,3,14,0,1,0,9,0,685,0,1,3,0,0,685,11,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_15,10,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,3,0,1,0,2,0,65,32,1,1,1,1,97,12,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_15,2,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,1,9,0,1,0,7,0,759,165,1,3,1,2,924,9,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_15,3,Alvar,GL_alvar,1118.294,1,1,1,0,1,1,3,7,1,1,1,3,27,355,0,0,0,0,0,382,12,1118.294,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_15,4,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,21,27,0,1,0,23,0,1828,267,1,3,1,2,2095,9,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_15,5,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,10,11,0,1,0,7,0,667,283,1,5,1,3,950,9,1118.294,1.264880673,2.706327478,5
MAN-LCI,MAN-LCI_15,6,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,25,0,1,0,19,0,1676,381,1,4,1,4,2057,10,1118.294,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_15,7,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,13,0,1,0,13,0,2481,406,1,2,1,2,2887,11,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_15,8,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,11,0,1,0,8,0,1141,0,1,1,0,0,1141,10,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_15,9,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,2,0,1,0,2,0,107,0,1,1,0,0,107,12,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_2,1,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,11,0,1,0,9,0,1059,0,1,1,0,0,1059,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_2,10,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,5,6,0,1,0,4,0,526,104,1,1,1,1,630,9,1118.294,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_2,4,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,2,12,0,1,0,7,0,734,137,1,2,1,2,871,9,1118.294,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_2,7,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,23,27,0,1,0,20,0,2624,468,1,4,1,2,3092,10,1118.294,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_2,8,Alvar,GL_alvar,1118.294,1,1,1,0,1,1,1,15,0,1,0,13,0,1868,0,0,0,0,0,1868,11,1118.294,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_21,1,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,6,0,1,0,2,0,142,0,1,4,0,0,142,15,1118.294,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_21,10,Alvar,GL_alvar,1118.294,1,1,1,1,1,1,1,3,0,1,0,0,0,0,7,1,3,1,2,7,10,1118.294,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_21,5,Alvar,GL_alvar,1118.294,1,1,1,1,0,1,0,12,0,1,0,6,0,510,33,1,1,1,1,543,13,1118.294,1.264880673,2.706327478,1
